Date,Open,High,Low,Close,Volume,Adj Close
2016-04-19,6851.200195,6873.040039,6848.080078,6873.040039,49392300,6873.040039
2016-04-18,6844.740234,6855.569824,6841.410156,6851.200195,30184500,6851.200195
2016-04-15,6823.819824,6845.120117,6816.589844,6844.740234,35922200,6844.740234
2016-04-14,6777.919922,6828.25,6777.910156,6823.810059,46577600,6823.810059
2016-04-13,6726.02002,6780.879883,6726.009766,6777.910156,47397900,6777.910156
2016-04-12,6725.100098,6726.02002,6701.509766,6726.009766,44267600,6726.009766
2016-04-11,6735.470215,6742.410156,6710.919922,6725.109863,39971300,6725.109863
2016-04-08,6755.220215,6755.22998,6710.609863,6730.279785,51945200,6730.279785
2016-04-07,6736.109863,6758.609863,6736.100098,6755.22998,62799400,6755.22998
2016-04-06,6701.649902,6743.25,6695.200195,6734.27002,47793500,6734.27002
2016-04-05,6743.600098,6765.879883,6700.899902,6715.810059,47944700,6715.810059
2016-04-04,6711.830078,6747.089844,6708.02002,6743.600098,27706600,6743.600098
2016-04-01,6753.319824,6757.399902,6708.02002,6708.02002,42627600,6708.02002
2016-03-31,6752.419922,6752.419922,6752.419922,6752.419922,000,6752.419922
2016-03-30,6683.419922,6714.160156,6676.919922,6714.160156,36286200,6714.160156
2016-03-29,6662.540039,6689.370117,6656.330078,6676.330078,33413800,6676.330078
2016-03-28,6662.549805,6663.220215,6656.330078,6661.399902,000,6661.399902
2016-03-24,6668.859863,6692.080078,6658.97998,6662.549805,33670700,6662.549805
2016-03-23,6663.660156,6691.259766,6660.22998,6668.870117,42537300,6668.870117
2016-03-22,6641.939941,6664.259766,6635.560059,6664.25,46197800,6664.25
2016-03-21,6641.939941,6641.939941,6641.939941,6641.939941,000,6641.939941
2016-03-18,6573.459961,6623.509766,6573.450195,6623.50,128736800,6623.50
2016-03-17,6584.569824,6584.569824,6553.870117,6573.450195,48376100,6573.450195
2016-03-16,6579.810059,6579.810059,6556.970215,6562.959961,50854400,6562.959961
2016-03-15,6568.589844,6607.859863,6567.549805,6577.819824,46436900,6577.819824
2016-03-14,6515.410156,6577.100098,6515.410156,6566.830078,33540700,6566.830078
2016-03-11,6508.279785,6517.879883,6484.529785,6515.410156,35939800,6515.410156
2016-03-10,6508.279785,6508.279785,6508.279785,6508.279785,000,6508.279785
2016-03-09,6457.259766,6457.259766,6457.259766,6457.259766,000,6457.259766
2016-03-08,6446.720215,6446.720215,6446.720215,6446.720215,000,6446.720215
2016-03-07,6418.930176,6418.930176,6418.930176,6418.930176,000,6418.930176
2016-03-04,6380.870117,6423.589844,6380.859863,6418.129883,43867200,6418.129883
2016-03-03,6380.859863,6380.859863,6380.859863,6380.859863,000,6380.859863
2016-03-02,6313.069824,6313.069824,6313.069824,6313.069824,000,6313.069824
2016-03-01,6280.899902,6280.899902,6280.899902,6280.899902,000,6280.899902
2016-02-29,6230.870117,6230.870117,6230.870117,6230.870117,000,6230.870117
2016-02-26,6225.27002,6234.240234,6206.450195,6224.97998,37585300,6224.97998
2016-02-25,6225.279785,6225.279785,6225.279785,6225.279785,000,6225.279785
2016-02-24,6230.370117,6230.370117,6230.370117,6230.370117,000,6230.370117
2016-02-23,6175.669922,6175.669922,6175.669922,6175.669922,000,6175.669922
2016-02-22,6139.459961,6139.459961,6139.459961,6139.459961,000,6139.459961
2016-02-19,6111.089844,6147.75,6111.089844,6141.709961,54632000,6141.709961
2016-02-18,6111.089844,6111.089844,6111.089844,6111.089844,000,6111.089844
2016-02-17,6085.569824,6085.569824,6085.569824,6085.569824,000,6085.569824
2016-02-16,6075.370117,6075.370117,6075.370117,6075.370117,000,6075.370117
2016-02-15,6034.279785,6034.279785,6034.279785,6034.279785,000,6034.279785
2016-02-12,5987.029785,5987.029785,5910.029785,5933.959961,34092700,5933.959961
2016-02-11,5987.02002,5987.02002,5987.02002,5987.02002,000,5987.02002
2016-02-10,6019.490234,6019.490234,6019.490234,6019.490234,000,6019.490234
2016-02-09,6071.319824,6071.319824,6071.319824,6071.319824,000,6071.319824
2016-02-08,6153.799805,6153.799805,6101.779785,6101.97998,000,6101.97998
2016-02-05,6137.700195,6153.799805,6127.72998,6153.799805,29425400,6153.799805
2016-02-04,6137.709961,6137.709961,6137.709961,6137.709961,000,6137.709961
2016-02-03,6133.379883,6133.379883,6133.379883,6133.379883,000,6133.379883
2016-02-02,6180.080078,6180.080078,6180.080078,6180.080078,000,6180.080078
2016-02-01,6174.490234,6174.490234,6174.490234,6174.490234,000,6174.490234
2016-01-29,6149.700195,6170.220215,6139.490234,6170.220215,38767500,6170.220215
2016-01-28,6149.700195,6149.700195,6149.700195,6149.700195,000,6149.700195
2016-01-27,6141.939941,6141.939941,6141.939941,6141.939941,000,6141.939941
2016-01-26,6142.149902,6142.149902,6142.149902,6142.149902,000,6142.149902
2016-01-25,6175.240234,6175.240234,6175.240234,6175.240234,000,6175.240234
2016-01-22,6080.899902,6124.919922,6080.899902,6121.609863,21347000,6121.609863
2016-01-21,6080.899902,6080.899902,6080.899902,6080.899902,000,6080.899902
2016-01-20,6113.720215,6113.720215,6113.720215,6113.720215,000,6113.720215
2016-01-19,6124.200195,6124.200195,6124.200195,6124.200195,000,6124.200195
2016-01-18,6101.439941,6101.439941,6101.439941,6101.439941,000,6101.439941
2016-01-15,6109.290039,6169.100098,6109.290039,6169.089844,25401900,6169.089844
2016-01-14,6109.290039,6109.290039,6109.290039,6109.290039,000,6109.290039
2016-01-13,6151.870117,6151.870117,6151.870117,6151.870117,000,6151.870117
2016-01-12,6112.350098,6112.350098,6112.350098,6112.350098,000,6112.350098
2016-01-11,6102.830078,6102.830078,6102.830078,6102.830078,000,6102.830078
2016-01-08,6213.390137,6213.390137,6114.169922,6158.109863,21428000,6158.109863
2016-01-07,6213.390137,6213.390137,6213.390137,6213.390137,000,6213.390137
2016-01-06,6262.52002,6262.52002,6262.52002,6262.52002,000,6262.52002
2016-01-05,6278.100098,6278.100098,6278.100098,6278.100098,000,6278.100098
2016-01-04,6324.259766,6324.259766,6235.200195,6240.970215,000,6240.970215
2015-12-31,6319.390137,6324.72998,6303.890137,6324.259766,19041700,6324.259766
2015-12-30,6319.390137,6319.390137,6319.390137,6319.390137,000,6319.390137
2015-12-29,6292.439941,6292.439941,6292.439941,6292.439941,000,6292.439941
2015-12-28,6225.529785,6251.120117,6225.529785,6239.990234,000,6239.990234
2015-12-24,6201.200195,6232.509766,6195.339844,6225.529785,21944400,6225.529785
2015-12-23,6195.339844,6195.339844,6195.339844,6195.339844,000,6195.339844
2015-12-22,6147.970215,6147.970215,6147.970215,6147.970215,000,6147.970215
2015-12-21,6120.819824,6120.819824,6120.819824,6120.819824,000,6120.819824
2015-12-18,6088.330078,6109.649902,6079.310059,6107.839844,67961100,6107.839844
2015-12-17,6088.330078,6088.330078,6088.330078,6088.330078,000,6088.330078
2015-12-16,6070.939941,6070.939941,6070.939941,6070.939941,000,6070.939941
2015-12-15,6040.549805,6040.549805,6040.549805,6040.549805,000,6040.549805
2015-12-14,6035.25,6035.25,6035.25,6035.25,000,6035.25
2015-12-11,6046.450195,6076.759766,6040.560059,6069.939941,48820400,6069.939941
2015-12-10,6040.560059,6040.560059,6040.560059,6040.560059,000,6040.560059
2015-12-09,6053.549805,6053.549805,6053.549805,6053.549805,000,6053.549805
2015-12-08,6035.00,6035.00,6035.00,6035.00,000,6035.00
2015-12-07,6064.430176,6064.430176,6064.430176,6064.430176,000,6064.430176
2015-12-04,6125.669922,6125.669922,6046.390137,6094.819824,40118100,6094.819824
2015-12-03,6125.669922,6125.669922,6125.669922,6125.669922,000,6125.669922
2015-12-02,6143.310059,6143.310059,6143.310059,6143.310059,000,6143.310059
2015-12-01,6150.680176,6150.680176,6150.680176,6150.680176,000,6150.680176
2015-11-30,6100.149902,6100.149902,6100.149902,6100.149902,000,6100.149902
2015-11-27,6087.899902,6103.410156,6085.069824,6101.02002,44165400,6101.02002
2015-11-26,6087.899902,6087.899902,6087.899902,6087.899902,000,6087.899902
2015-11-25,6069.140137,6069.140137,6069.140137,6069.140137,000,6069.140137
2015-11-24,6101.27002,6101.27002,6101.27002,6101.27002,000,6101.27002
2015-11-23,6077.620117,6077.620117,6077.620117,6077.620117,000,6077.620117
2015-11-20,5995.240234,6034.629883,5995.240234,6008.52002,34881800,6008.52002
2015-11-19,5995.25,5995.25,5995.25,5995.25,000,5995.25
2015-11-18,5979.810059,5979.810059,5979.810059,5979.810059,000,5979.810059
2015-11-17,5967.600098,5967.600098,5967.600098,5967.600098,000,5967.600098
2015-11-16,5961.669922,5961.669922,5961.669922,5961.669922,000,5961.669922
2015-11-13,6023.959961,6023.970215,5987.990234,5989.029785,38663200,5989.029785
2015-11-12,6023.959961,6023.959961,6023.959961,6023.959961,000,6023.959961
2015-11-11,6013.529785,6013.529785,6013.529785,6013.529785,000,6013.529785
2015-11-10,6002.810059,6002.810059,6002.810059,6002.810059,000,6002.810059
2015-11-09,6047.890137,6047.890137,6047.890137,6047.890137,000,6047.890137
2015-11-06,6075.359863,6082.540039,6058.669922,6069.740234,32515900,6069.740234
2015-11-05,6073.629883,6073.629883,6073.629883,6073.629883,000,6073.629883
2015-11-04,6071.209961,6071.209961,6071.209961,6071.209961,000,6071.209961
2015-11-03,6021.970215,6021.970215,6021.970215,6021.970215,000,6021.970215
2015-11-02,5986.370117,5991.439941,5979.680176,5983.839844,34805900,5983.839844
2015-10-30,5986.220215,6002.97998,5966.740234,5986.370117,45322200,5986.370117
2015-10-29,5998.97998,6011.160156,5995.140137,6002.970215,46840800,6002.970215
2015-10-28,6001.02002,6011.759766,5996.279785,5998.990234,44103200,5998.990234
2015-10-27,5970.660156,6014.47998,5970.660156,6001.02002,58839400,6001.02002
2015-10-26,5970.669922,5985.419922,5970.660156,5984.459961,000,5984.459961
2015-10-23,5923.589844,5984.259766,5923.589844,5970.669922,35419400,5970.669922
