AthensIndex,BrusselsStockExch,GermanyDAX,HangSeng,JakartaIndex,LondonFTSE,MexicoIndex,NewZealandSE,OsakaStockEx,SaoPaoloIndex,Sensex,SeoulComposite,ShanghaiComposite,SwissMarket,TaiwanWeighted,TelAvivSE,TorontoIndex,ViennaIndex
1136.76,3118.459961,9697.870117,22836.519531,22836.519531,6821.0,41828.980469,5108.569824,14042.169922,52203.0,24298.019531,2008.329956,2024.95,8655.900391,8862.419922,1251.589966,14649.900391,2397.449951
1119.3,3105.360107,9639.080078,22834.679688,22834.679688,6802.0,41805.101562,5134.890137,14075.25,52366.0,24376.880859,2011.26001,2008.12,8635.599609,8887.790039,1250.819946,14525.200195,2392.77002
1123.62,3112.0,9656.049805,22730.859375,22730.859375,6840.899902,41561.828125,5194.959961,14298.209961,53856.0,23905.599609,2010.199951,2024.97,8644.700195,8880.650391,1247.089966,14588.900391,2412.97998
1178.12,3157.51001,9754.389648,22582.769531,22582.769531,6878.5,42144.511719,5213.359863,14405.759766,54413.0,23815.119141,2010.829956,2047.91,8611.700195,8875.160156,1252.560059,14673.700195,2468.51001
1160.81,3156.379883,9754.429688,22352.380859,22352.380859,6873.100098,42236.828125,5199.339844,14425.44043,53907.0,23871.230469,1982.930054,2050.73,8543.599609,8817.94043,1253.140015,14679.799805,2478.389893
1164.59,3163.550049,9702.459961,22261.609375,22261.609375,6851.799805,42086.171875,5162.419922,14149.519531,54053.0,23551.0,1964.939941,2052.87,8545.099609,8808.610352,1242.420044,14654.900391,2492.679932
1224.69,3144.790039,9607.400391,21837.119141,21837.119141,6839.299805,41659.910156,5161.410156,14163.780273,53422.0,22344.039062,1950.599976,2015.27,8465.700195,8930.900391,1237.060059,14546.0,2488.899902
1231.25,3108.02002,9521.299805,21746.259766,21746.259766,6796.399902,41803.128906,5189.129883,14033.450195,54053.0,22323.900391,1939.880005,2010.08,8421.700195,8893.219727,1234.560059,14656.400391,2470.73999
1232.12,3089.800049,9603.230469,22133.970703,22133.970703,6780.0,40711.558594,5232.680176,14304.110352,51627.0,22417.800781,1961.790039,2026.36,8476.700195,8791.44043,1250.02002,14651.900391,2525.219971
1195.2,3116.27002,9584.120117,22453.890625,22453.890625,6769.899902,40702.671875,5148.290039,14288.230469,51839.0,22466.189453,1964.77002,2020.34,8434.700195,8872.110352,1255.839966,14583.099609,2526.98999
1193.95,3107.919922,9446.360352,22132.529297,22132.529297,6700.200195,40136.570312,5115.799805,14288.230469,51384.0,22631.609375,1969.26001,2003.49,8384.900391,8809.709961,1261.310059,14530.900391,2480.110107
1230.2,3125.98999,9544.19043,22509.640625,22509.640625,6674.700195,40296.980469,5142.919922,14546.269531,51570.0,22876.539062,2000.369995,2067.38,8443.299805,8956.919922,1271.589966,14533.400391,2522.100098
1260.72,3145.540039,9600.089844,22730.679688,22730.679688,6681.799805,40468.199219,5104.939941,14388.769531,51977.0,22758.369141,2004.219971,2072.83,8461.299805,8974.709961,1281.199951,14556.0,2517.959961
1218.0,3098.709961,9317.820312,22696.009766,22696.009766,6584.200195,40890.53125,5090.549805,14417.679688,51201.0,22277.230469,1992.209961,2105.12,8322.700195,8923.820312,1269.780029,14446.5,2465.679932
1283.96,3088.899902,9454.540039,23186.960938,23186.960938,6642.0,40447.960938,5115.490234,14300.120117,51128.0,22715.330078,2008.609985,2134.3,8420.599609,8948.099609,1288.97998,14308.0,2519.27002
1293.54,3105.159912,9506.349609,22843.169922,22843.169922,6635.600098,40937.769531,5067.410156,14299.69043,51185.0,22702.339844,1998.949951,2105.24,8411.400391,8930.570312,1289.560059,14435.599609,2534.919922
1323.24,3147.129883,9628.820312,22565.080078,22565.080078,6649.100098,40563.058594,5122.370117,15071.879883,51408.0,22509.070312,1993.699951,2043.7,8521.599609,8888.540039,1301.050049,14402.200195,2570.709961
1353.01,3150.27002,9623.360352,22523.939453,22523.939453,6659.0,40900.53125,5116.310059,14946.320312,51701.0,22551.490234,1997.25,2058.99,8508.299805,8905.450195,1298.550049,14459.099609,2556.330078
1342.75,3151.600098,9603.709961,22448.539062,22448.539062,6652.600098,40470.011719,5122.52002,14791.990234,50270.0,22446.439453,1991.97998,2047.46,8457.299805,8873.150391,1294.449951,14380.599609,2555.030029
1335.74,3129.939941,9555.910156,22151.060547,22151.060547,6598.399902,40461.601562,5139.97998,14827.830078,50415.0,22386.269531,1985.609985,2033.31,8453.799805,8849.280273,1282.219971,14335.299805,2523.820068
1314.99,3099.929932,9451.209961,21834.449219,21834.449219,6588.299805,39911.011719,5126.529785,14622.889648,49647.0,22214.369141,1977.969971,2046.59,8327.900391,8779.570312,1281.119995,14178.799805,2458.830078
1331.96,3094.76001,9448.580078,21887.75,21887.75,6605.299805,39761.300781,5124.890137,14477.160156,47966.0,22095.300781,1964.310059,2063.67,8334.299805,8737.269531,1287.609985,14184.099609,2483.459961
1329.2,3080.969971,9338.400391,21732.320312,21732.320312,6604.899902,39793.019531,5130.700195,14423.19043,48180.0,22055.210938,1941.25,2067.31,8299.200195,8689.299805,1282.76001,14299.5,2453.110107
1329.2,3052.280029,9188.769531,21846.449219,21846.449219,6520.399902,39821.710938,5118.620117,14475.299805,47993.0,22055.480469,1945.550049,2066.28,8198.0,8605.379883,1271.0,14278.599609,2434.340088
1363.3,3076.629883,9296.120117,21182.160156,21182.160156,6542.399902,39616.191406,5160.390137,14224.230469,47279.0,21740.089844,1919.52002,1993.48,8261.700195,8597.330078,1278.439941,14361.799805,2471.370117
1364.41,3082.97998,9277.049805,21568.689453,21568.689453,6573.100098,38811.941406,5154.720215,14462.519531,46567.0,21832.859375,1937.680054,2021.73,8226.599609,8689.459961,1282.51001,14334.0,2483.689941
1369.56,3080.419922,9242.549805,21583.5,21583.5,6605.299805,38814.691406,5135.660156,14411.269531,46151.0,21832.609375,1940.209961,2025.2,8240.099609,8731.94043,1274.959961,14369.0,2476.699951
1346.35,3032.169922,9017.790039,21756.080078,21756.080078,6553.799805,38037.5,5111.97998,14815.980469,45444.0,21774.609375,1934.380005,2019.11,8205.900391,8747.790039,1266.599976,14245.099609,2407.780029
1359.81,3081.820068,9188.69043,21901.949219,21901.949219,6620.899902,38634.828125,5096.529785,14830.389648,45862.0,21856.220703,1932.540039,1997.69,8310.400391,8684.730469,1265.72998,14319.0,2452.01001
1360.37,3100.850098,9307.790039,22269.609375,22269.609375,6685.5,38689.570312,5101.939941,15224.110352,45698.0,21826.419922,1963.869995,2001.16,8359.5,8702.330078,1271.430054,14267.200195,2489.360107
1338.68,3090.800049,9265.5,22264.929688,22264.929688,6689.5,38671.011719,5117.839844,15120.139648,45533.0,21934.830078,1954.420044,1999.06,8367.599609,8665.240234,1266.140015,14302.099609,2509.199951
1319.03,3123.100098,9542.870117,22702.970703,22702.970703,6788.5,39176.300781,5114.790039,15134.75,47093.0,21513.869141,1975.619995,2059.58,8484.200195,8713.790039,1272.280029,14271.900391,2577.27002
1319.59,3108.090088,9542.019531,22579.779297,22579.779297,6775.399902,39021.070312,5073.089844,14897.629883,46589.0,21276.859375,1971.23999,2053.08,8459.599609,8632.929688,1269.939941,14304.200195,2545.709961
1323.36,3100.840088,9589.150391,22657.630859,22657.630859,6823.799805,39084.359375,5033.259766,14721.480469,47094.0,21209.730469,1954.109985,2071.47,8445.200195,8554.540039,1266.640015,14289.900391,2548.209961
1310.41,3031.219971,9358.889648,22500.669922,22500.669922,6708.399902,38534.820312,5007.399902,14652.230469,47094.0,20946.650391,1964.689941,2075.24,8281.0,8601.980469,1251.900024,14212.700195,2494.379883
1303.35,3055.800049,9661.730469,22437.439453,22437.439453,6799.200195,38605.621094,4973.200195,14970.969727,46599.0,20986.990234,1970.77002,2041.25,8533.0,8600.860352,1251.910034,14188.599609,2676.97998
1261.92,3041.709961,9699.349609,22317.199219,22317.199219,6830.5,39023.648438,4967.509766,15051.599609,46716.0,20852.470703,1964.859985,2034.22,8506.299805,8575.620117,1239.77002,14189.0,2683.129883
1219.43,3044.76001,9708.94043,22388.560547,22388.560547,6865.899902,39792.710938,4969.649902,14837.679688,47394.0,20811.439453,1949.050049,2076.69,8485.5,8560.610352,1236.469971,14227.099609,2678.01001
1250.25,3005.969971,9618.849609,22394.080078,22394.080078,6813.0,39654.230469,4909.830078,14449.179688,47289.0,20536.640625,1930.569946,2138.78,8383.299805,8524.620117,1224.02002,14210.400391,2639.399902
1256.52,3004.649902,9660.049805,22664.519531,22664.519531,6796.700195,40006.421875,4914.140137,14766.530273,47151.0,20722.970703,1942.930054,2142.55,8410.599609,8577.009766,1223.880005,14119.700195,2637.820068
1274.94,2986.280029,9659.780273,22587.720703,22587.720703,6796.399902,40421.859375,4895.100098,14843.240234,46600.0,20634.210938,1946.910034,2119.07,8419.900391,8556.230469,1221.849976,14077.5,2660.179932
1271.85,2961.449951,9596.769531,22165.529297,22165.529297,6659.399902,40308.960938,4873.529785,14534.740234,47813.0,20193.349609,1926.959961,2098.4,8383.900391,8467.700195,1209.140015,14001.700195,2612.850098
1278.22,2959.47998,9540.0,22285.789062,22285.789062,6675.0,40690.058594,4869.970215,14800.05957,48217.0,20448.490234,1935.839966,2109.96,8402.400391,8510.870117,1211.560059,13900.5,2655.060059
1260.17,2913.540039,9289.860352,21579.259766,21579.259766,6591.600098,40116.359375,4833.060059,14718.339844,47711.0,20334.269531,1923.300049,2086.07,8324.900391,8391.950195,1203.76001,13794.200195,2590.77002
1159.43,2878.639893,9349.219727,21976.099609,21976.099609,6550.700195,40863.410156,4853.799805,15005.730469,47701.0,20707.449219,1910.339966,2033.3,8132.200195,8462.570312,1207.400024,13582.299805,2604.889893
1223.28,2951.949951,9631.040039,22733.900391,22733.900391,6773.299805,41531.800781,4911.080078,15695.889648,48321.0,21373.660156,1947.589966,2042.18,8405.0,8595.099609,1219.72998,13933.0,2680.26001
1222.88,2952.360107,9720.110352,23082.25,23082.25,6826.299805,42062.820312,4950.339844,15820.959961,49300.0,21337.669922,1970.420044,2051.75,8466.700195,8625.299805,1226.839966,13988.200195,2707.209961
1215.34,2958.830078,9730.120117,23033.119141,23033.119141,6834.299805,41838.628906,4921.669922,15795.959961,48542.0,21251.119141,1963.890015,2008.31,8486.400391,8599.900391,1229.01001,13951.799805,2696.149902
1239.48,2964.320068,9715.900391,22928.949219,22928.949219,6836.700195,41976.371094,4890.5,15641.679688,48708.0,21205.050781,1953.780029,1991.25,8481.0,8621.55957,1221.099976,13990.299805,2704.919922
1158.03,2915.330078,9552.160156,23244.869141,23244.869141,6731.299805,42958.820312,4768.97998,16291.30957,51507.0,21143.009766,2011.339966,2097.53,8203.0,8623.429688,1200.300049,13581.400391,2546.540039
1112.08,2887.580078,9488.820312,22921.560547,22921.560547,6678.600098,42508.03125,4722.640137,15870.419922,51356.0,21101.029297,1996.890015,2089.71,8107.100098,8456.459961,1216.97998,13447.700195,2529.26001
1155.53,2839.360107,9335.740234,22888.75,22888.75,6584.700195,42198.320312,4707.060059,15859.219727,50819.0,20708.619141,1975.650024,2127.79,8001.200195,8407.400391,1193.930054,13392.200195,2487.320068
1146.26,2794.689941,9181.75,23143.820312,23143.820312,6492.100098,42079.871094,4675.879883,15587.799805,50563.0,20859.859375,1974.630005,2148.28,7881.299805,8349.040039,1196.319946,13334.700195,2479.590088
1146.69,2761.909912,9085.120117,23069.230469,23069.230469,6486.200195,41758.550781,4728.02002,15278.629883,50090.0,20612.140625,1965.73999,2151.08,7831.0,8352.929688,1189.319946,13180.200195,2447.47998
1146.88,2784.169922,9163.55957,23114.660156,23114.660156,6522.200195,42054.019531,4735.609863,15152.910156,50280.0,20659.519531,1961.150024,2160.86,7856.299805,8313.870117,1190.619995,13184.400391,2471.189941
1196.98,2778.159912,9077.110352,23338.240234,23338.240234,6507.700195,42304.550781,4704.299805,15515.05957,50068.0,21171.410156,1977.969971,2204.17,7956.299805,8433.769531,1202.51001,13133.400391,2507.280029
1200.67,2790.610107,9114.44043,23744.189453,23744.189453,6523.299805,42490.101562,4706.509766,15611.30957,50993.0,21255.259766,1993.449951,2237.49,7971.799805,8443.389648,1210.180054,13324.0,2533.590088
1182.93,2799.72998,9195.169922,23811.169922,23811.169922,6559.5,42289.230469,4718.310059,15650.209961,51165.0,21326.419922,2000.380005,2238.2,8056.299805,8444.620117,1220.609985,13312.799805,2527.419922
1190.31,2766.189941,9084.950195,23712.570312,23712.570312,6498.299805,41910.078125,4719.950195,15177.490234,50788.0,20957.810547,1984.77002,2247.06,8025.600098,8375.540039,1222.380005,13200.400391,2510.899902
1211.77,2788.820068,9140.629883,23728.699219,23728.699219,6510.0,42003.648438,4734.160156,15407.94043,50216.0,20708.710938,1986.800049,2251.76,8045.5,8418.0,1216.569946,13304.900391,2540.620117
1220.98,2804.97998,9223.400391,23910.470703,23910.470703,6532.399902,41876.859375,4783.850098,15749.660156,50349.0,20854.919922,2009.359985,2222.67,8109.899902,8392.549805,1222.180054,13319.900391,2580.080078
1228.23,2858.110107,9401.959961,24038.550781,24038.550781,6595.299805,42138.550781,4792.330078,15655.070312,51245.0,20898.009766,2030.780029,2207.37,8257.299805,8414.610352,1229.719971,13419.599609,2630.379883
1180.77,2866.610107,9387.370117,23789.089844,23789.089844,6654.5,42160.421875,4809.459961,15727.120117,51847.0,20534.910156,2045.77002,2219.37,8257.599609,8362.429688,1218.430054,13370.799805,2652.649902
1175.82,2869.830078,9351.129883,23806.349609,23806.349609,6649.5,41872.589844,4799.350098,15449.629883,51861.0,20420.259766,2028.810059,2201.07,8245.700195,8295.879883,1216.060059,13362.099609,2656.620117
1151.66,2855.649902,9290.070312,23681.279297,23681.279297,6636.200195,41002.679688,4790.75,15515.240234,51447.0,20425.019531,2022.640015,2183.07,8238.900391,8248.019531,1213.300049,13349.799805,2646.050049
1197.79,2859.590088,9299.950195,23684.449219,23684.449219,6694.600098,40948.359375,4813.879883,15619.129883,52264.0,20605.080078,2015.97998,2186.11,8304.099609,8187.509766,1217.060059,13472.200195,2647.370117
1141.83,2846.679932,9196.080078,23580.289062,23580.289062,6681.299805,40998.371094,4818.370117,15365.599609,52688.0,20229.050781,1993.780029,2205.77,8268.700195,8099.450195,1212.959961,13475.299805,2629.51001
1145.09,2859.560059,9193.290039,23657.810547,23657.810547,6698.0,40643.25,4862.509766,15126.55957,53033.0,20890.820312,2031.640015,2193.12,8300.099609,8260.209961,1204.560059,13442.799805,2621.469971
1143.62,2896.689941,9149.660156,22649.150391,22649.150391,6666.100098,40306.699219,4927.180176,14876.410156,53452.0,20399.419922,1967.560059,2100.51,8305.0,8134.910156,1192.099976,13431.400391,2607.810059
1132.02,2878.939941,9054.830078,22463.830078,22463.830078,6630.0,39765.921875,4918.660156,14567.160156,52230.0,20194.400391,1963.560059,2087.94,8234.700195,8104.259766,1185.069946,13370.700195,2617.97998
1129.86,2897.52002,9076.480469,22901.410156,22901.410156,6726.799805,39594.640625,4915.669922,14588.679688,51804.0,20281.910156,1995.47998,2126.77,8261.299805,8195.259766,1188.22998,13326.0,2636.570068
1165.99,2914.689941,9107.860352,23069.849609,23069.849609,6728.399902,39686.828125,4922.169922,14269.839844,52624.0,20490.960938,1977.300049,2109.47,8280.200195,8182.560059,1190.650024,13358.400391,2646.969971
1171.06,2912.23999,9081.030273,22881.029297,22881.029297,6697.200195,40009.898438,4922.689941,14228.44043,52741.0,20822.769531,2004.040039,2129.4,8229.700195,8283.709961,1185.839966,13294.200195,2659.909912
1156.57,2932.459961,9040.870117,23036.939453,23036.939453,6741.700195,40280.089844,4944.569824,14337.30957,53385.0,20894.939453,2013.670044,2139.61,8224.599609,8281.969727,1179.209961,13380.400391,2665.659912
1138.35,2895.73999,9009.110352,23038.949219,23038.949219,6746.799805,40304.449219,4938.700195,14225.370117,53832.0,20974.789062,2013.930054,2157.24,8149.299805,8262.200195,1172.27002,13361.700195,2642.669922
1188.17,2904.350098,9033.919922,23206.369141,23206.369141,6731.399902,41038.648438,4909.72998,14327.94043,54256.0,21164.519531,2030.089966,2141.61,8234.299805,8450.05957,1160.439941,13361.299805,2602.919922
1173.3,2882.350098,9010.269531,23304.019531,23304.019531,6777.700195,41050.089844,4868.080078,14502.349609,54173.0,21033.970703,2059.580078,2160.46,8228.400391,8465.05957,1158.130005,13455.299805,2611.27002
1165.98,2903.830078,9022.040039,22846.539062,22846.539062,6774.700195,41284.378906,4852.589844,14325.980469,54539.0,20929.009766,2051.76001,2128.86,8237.0,8420.980469,1166.680054,13440.599609,2566.709961
1174.41,2905.879883,8980.629883,22835.820312,22835.820312,6713.200195,40246.730469,4834.939941,14486.410156,54877.0,20725.429688,2046.689941,2164.32,8233.200195,8413.719727,1164.810059,13324.799805,2550.379883
1156.36,2896.47998,8919.860352,22999.949219,22999.949219,6674.5,40552.589844,4876.399902,14426.049805,55440.0,20767.880859,2035.75,2183.11,8214.599609,8393.620117,1167.469971,13243.299805,2551.939941
1202.27,2908.919922,8947.459961,23315.990234,23315.990234,6695.700195,40813.480469,4831.790039,14713.25,56460.0,20864.970703,2056.120117,2210.65,8214.799805,8418.269531,1182.410034,13248.099609,2565.780029
1196.84,2903.370117,8867.219727,23438.150391,23438.150391,6654.200195,40345.78125,4802.560059,14693.570312,56077.0,20893.890625,2053.01001,2229.24,8124.100098,8419.320312,1177.939941,13186.5,2574.179932
1138.9,2880.310059,8811.980469,23094.880859,23094.880859,6576.200195,40199.46875,4776.0,14586.509766,55358.0,20415.509766,2040.609985,2188.54,8032.399902,8374.679688,1170.390015,13036.400391,2547.75
1119.99,2873.800049,8804.44043,23336.519531,23336.519531,6549.100098,40218.320312,4747.930176,14441.540039,54981.0,20547.619141,2040.959961,2233.41,7984.399902,8367.879883,1171.25,12931.5,2547.669922
1109.2,2830.659912,8724.830078,23218.320312,23218.320312,6487.200195,40975.371094,4740.77002,14404.740234,53150.0,20528.589844,2024.900024,2228.15,7936.100098,8349.370117,1167.349976,12892.099609,2511.77002
1110.45,2789.610107,8555.889648,23178.849609,23178.849609,6365.799805,39916.839844,4738.680176,13894.610352,52312.0,19983.609375,2002.76001,2198.2,7828.200195,8375.650391,1158.73999,12692.400391,2477.360107
1030.95,2818.169922,8661.509766,23207.039062,23207.039062,6512.700195,40903.648438,4782.680176,14760.070312,53739.0,19727.269531,2011.800049,2160.03,8055.0,8230.679688,1135.819946,12844.099609,2548.719971
1028.58,2827.040039,8664.099609,23125.029297,23125.029297,6565.600098,41327.578125,4765.470215,14799.120117,53783.0,19893.849609,2007.319946,2155.81,8061.399902,8184.680176,1135.819946,12841.599609,2531.550049
1020.04,2822.449951,8665.629883,23209.630859,23209.630859,6551.5,41724.03125,4764.720215,14620.530273,54261.0,19856.240234,1998.060059,2198.51,8055.200195,8283.900391,1135.819946,12836.700195,2525.73999
1016.11,2824.070068,8664.599609,23179.039062,23179.039062,6571.5,41209.949219,4710.589844,14732.610352,54431.0,19920.210938,2007.099976,2207.53,8047.0,8299.120117,1135.819946,12848.900391,2512.199951
990.32,2822.02002,8635.290039,23371.539062,23371.539062,6557.399902,41314.679688,4701.370117,14742.419922,54602.0,19900.960938,2009.410034,2221.04,8057.0,8292.830078,1137.660034,12811.200195,2490.25
999.91,2811.370117,8596.950195,23180.519531,23180.519531,6570.200195,41137.671875,4698.029785,14311.669922,54271.0,19804.029297,2005.579956,2185.56,8014.5,8249.780273,1123.380005,12834.099609,2498.850098
991.46,2795.590088,8509.419922,22915.279297,22915.279297,6583.799805,41122.46875,4650.939941,14404.669922,53798.0,19732.759766,1994.319946,2236.22,8038.299805,8168.200195,1094.619995,12723.400391,2486.469971
997.0,2788.090088,8494.0,22953.720703,22953.720703,6589.0,40785.679688,4641.5,14387.269531,53307.0,19781.880859,2004.060059,2255.6,8033.5,8225.360352,1094.619995,12701.0,2508.590088
988.85,2789.850098,8495.730469,22937.140625,22937.140625,6588.399902,41640.53125,4634.899902,14425.070312,53570.0,19997.449219,2003.849976,2241.27,8051.299805,8208.990234,1097.619995,12825.400391,2543.919922
992.83,2770.129883,8446.540039,22976.650391,22976.650391,6584.0,41732.980469,4627.759766,14423.360352,53979.0,19997.099609,1994.060059,2237.98,8039.200195,8208.769531,1095.890015,12824.5,2532.929932
939.34,2731.090088,8275.669922,22621.220703,22621.220703,6547.299805,39915.058594,4597.180176,13860.80957,53749.0,19270.060547,1955.310059,2139.99,7950.799805,8164.200195,1082.060059,12820.900391,2497.22998
929.78,2716.280029,8234.980469,22597.970703,22597.970703,6532.399902,39686.449219,4604.350098,14064.820312,52352.0,18979.759766,1951.650024,2122.43,7932.299805,8169.100098,1082.060059,12845.099609,2503.149902
921.4,2698.629883,8195.919922,22326.220703,22326.220703,6474.700195,39773.53125,4610.310059,14053.870117,51716.0,18567.550781,1933.030029,2127.62,7880.600098,8083.439941,1082.060059,12757.799805,2481.350098
920.46,2707.199951,8180.709961,22394.580078,22394.580078,6468.399902,39541.511719,4606.709961,13978.44043,51626.0,18234.660156,1933.73999,2123.11,7866.200195,8088.370117,1082.060059,12740.5,2460.570068
899.92,2673.419922,8103.149902,21731.369141,21731.369141,6412.899902,39492.371094,4540.970215,13388.860352,50008.0,18619.720703,1926.359985,2098.38,7746.0,8021.890137,1081.680054,12653.900391,2428.929932
893.77,2715.120117,8194.549805,21704.779297,21704.779297,6483.100098,39162.488281,4520.5,13459.709961,49922.0,18401.039062,1907.540039,2097.23,7763.600098,7917.660156,1081.680054,12704.700195,2458.389893
881.03,2698.790039,8157.899902,21524.650391,21524.650391,6430.100098,39248.070312,4509.720215,13338.459961,49867.0,17996.150391,1884.52002,2101.3,7776.0,7824.540039,1069.689941,12607.200195,2450.889893
881.35,2698.330078,8242.55957,21874.769531,21874.769531,6441.0,39656.0,4542.02002,13542.370117,50092.0,17968.080078,1885.839966,2103.57,7886.100098,7820.839844,1060.22998,12591.200195,2445.370117
918.82,2769.800049,8435.150391,22005.320312,22005.320312,6492.100098,40419.929688,4545.669922,13636.280273,51429.0,18558.130859,1887.859985,2096.47,8022.200195,7894.970215,1082.089966,12760.299805,2499.370117
924.47,2788.449951,8416.990234,21863.509766,21863.509766,6492.100098,40925.128906,4524.209961,13660.549805,52197.0,18519.439453,1870.160034,2057.46,8006.899902,7873.310059,1095.280029,12762.299805,2510.570068
898.08,2778.219971,8397.889648,21895.400391,21895.400391,6446.899902,41007.429688,4529.859863,13365.169922,51398.0,18312.939453,1849.119995,2067.12,7988.600098,7814.379883,1095.280029,12674.400391,2487.060059
896.11,2766.469971,8300.030273,21970.289062,21970.289062,6453.5,41825.398438,4508.359863,13396.379883,50507.0,18246.039062,1887.849976,2072.59,7935.899902,7832.649902,1099.540039,12670.099609,2464.649902
927.0,2799.949951,8366.290039,22463.699219,22463.699219,6465.700195,41484.25,4503.220215,13758.129883,51574.0,18307.519531,1917.640015,2085.6,7939.399902,7900.209961,1102.02002,12588.0,2497.929932
955.18,2823.790039,8391.94043,22517.810547,22517.810547,6500.0,42049.699219,4513.879883,13650.110352,51539.0,18598.179688,1920.109985,2068.45,7961.299805,7925.0,1099.26001,12736.900391,2535.050049
961.01,2832.320068,8415.759766,22541.130859,22541.130859,6611.899902,42366.449219,4525.819824,13867.0,50601.0,19229.839844,1913.030029,2106.16,8036.399902,7986.27002,1105.48999,12642.200195,2492.929932
977.21,2818.379883,8359.25,22271.279297,22271.279297,6574.299805,42124.839844,4522.299805,13519.429688,50299.0,18946.980469,1884.829956,2101.28,8000.600098,7903.379883,1099.089966,12594.299805,2481.679932
948.72,2804.919922,8318.320312,21655.880859,21655.880859,6529.700195,42712.050781,4541.379883,13605.55957,48929.0,18789.339844,1883.969971,2044.9,7955.299805,7907.669922,1097.660034,12552.900391,2451.340088
925.95,2748.919922,8260.480469,21588.839844,21588.839844,6511.200195,42246.5,4548.299805,13824.94043,47447.0,18664.880859,1878.329956,2046.78,7976.299805,7921.290039,1096.439941,12412.700195,2410.129883
925.73,2745.879883,8299.730469,21923.699219,21923.699219,6604.200195,41914.820312,4575.5,14401.05957,47422.0,18733.039062,1906.619995,2060.5,7996.799805,8038.910156,1096.52002,12469.299805,2414.370117
916.56,2760.199951,8406.94043,22190.970703,22190.970703,6647.899902,42051.601562,4582.890137,14466.160156,48474.0,19164.019531,1923.380005,2029.42,7963.899902,8099.879883,1098.829956,12603.299805,2416.850098
900.12,2717.409912,8410.730469,22088.789062,22088.789062,6682.0,41863.761719,4545.77002,14005.769531,49141.0,19317.189453,1920.73999,2029.07,7786.5,8056.220215,1098.829956,12594.0,2409.449951
884.6,2662.679932,8275.969727,21883.660156,21883.660156,6621.100098,40837.878906,4537.97998,13668.320312,48234.0,19345.699219,1914.030029,1993.8,7820.399902,8107.939941,1094.060059,12486.599609,2337.73999
866.9,2635.959961,8271.019531,21953.960938,21953.960938,6571.0,40236.550781,4550.580078,13869.820312,48562.0,19348.339844,1917.050049,1990.06,7810.200195,8163.549805,1093.160034,12581.799805,2334.889893
874.4,2624.050049,8259.030273,21850.150391,21850.150391,6560.299805,40341.859375,4578.47998,13661.129883,49212.0,19593.279297,1899.890015,1976.31,7814.100098,8084.5,1107.599976,12669.0,2354.070068
865.72,2638.98999,8244.910156,21968.949219,21968.949219,6554.799805,41064.578125,4581.990234,14129.980469,49422.0,19748.189453,1910.810059,2010.85,7796.799805,8149.399902,1110.560059,12647.900391,2340.47998
843.55,2643.72998,8298.980469,21900.960938,21900.960938,6588.0,40752.089844,4576.799805,14562.929688,49067.0,19804.759766,1909.609985,2021.17,7865.399902,8163.580078,1110.560059,12669.099609,2324.600098
841.24,2665.72998,8379.110352,21968.929688,21968.929688,6620.399902,40839.039062,4599.200195,14731.280273,48374.0,20090.679688,1912.079956,2033.33,7923.100098,8196.19043,1116.76001,12672.299805,2328.659912
842.33,2628.120117,8314.230469,21915.419922,21915.419922,6597.399902,40790.160156,4580.589844,14778.509766,48820.0,20302.130859,1904.150024,2043.88,7896.299805,8214.650391,1112.52002,12745.400391,2298.159912
842.16,2635.340088,8331.05957,21416.5,21416.5,6623.200195,40117.671875,4554.040039,14658.040039,48574.0,20159.119141,1880.349976,2004.76,7927.5,8105.450195,1112.140015,12758.400391,2298.23999
836.98,2650.159912,8331.570312,21362.419922,21362.419922,6630.700195,39891.671875,4538.310059,14589.910156,47400.0,20149.849609,1871.410034,1992.65,7928.100098,8062.029785,1111.209961,12685.099609,2300.570068
846.95,2651.0,8337.089844,21345.220703,21345.220703,6634.399902,40245.308594,4563.379883,14808.5,47657.0,20128.410156,1875.47998,2023.4,7929.0,8194.879883,1111.209961,12628.799805,2325.530029
832.73,2635.129883,8254.719727,21371.869141,21371.869141,6571.899902,40240.191406,4578.970215,14615.040039,47407.0,19948.730469,1887.48999,2044.92,7928.100098,8258.950195,1108.040039,12568.799805,2303.679932
818.62,2622.810059,8201.049805,21312.380859,21312.380859,6556.399902,39659.511719,4576.540039,14599.120117,46869.0,19851.230469,1866.359985,2065.72,7932.799805,8260.110352,1103.469971,12516.900391,2290.360107
804.19,2630.100098,8212.769531,21277.279297,21277.279297,6544.899902,40329.808594,4568.330078,14506.25,45533.0,19958.470703,1869.97998,2039.49,7983.200195,8220.490234,1096.0,12462.200195,2302.540039
811.51,2637.439941,8158.799805,21437.490234,21437.490234,6543.399902,40479.828125,4560.049805,14472.580078,46626.0,19676.060547,1877.599976,2072.99,7986.399902,8179.540039,1096.0,12493.299805,2280.76001
819.54,2611.639893,8066.47998,20904.560547,20904.560547,6505.0,39999.019531,4556.77002,14416.599609,45483.0,19294.119141,1824.160034,2008.13,7971.600098,8011.689941,1089.050049,12306.900391,2236.199951
858.4,2582.159912,7968.540039,20582.189453,20582.189453,6450.100098,40071.640625,4493.299805,14109.339844,45076.0,19324.769531,1816.849976,1958.27,7863.5,7886.339844,1088.01001,12208.900391,2266.909912
